ID,Name,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,IsMega,FightsWon,TotalFights,WinPercentage,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3,Alpha_Strike,Durability_Score,Glass_Cannon_Index,Type_Vulnerability,Insta_Kill_Risk,Tank_Bias,Versatility_Bonus,Legendary_Factor 
195,Flaaffy,Plus,2,70.0,55.0,55.0,80.0,60.0,45.0,365.0,13.3,0.8,0.5,Wool Pokémon,120,20,1059860,70,0,0,0,2,3,Mareep,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Static,None,0,0,24,108,0.222222,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,135.0,80.5,1.1637931034482758,2.0,0,0.3150684931506849,1,0
196,Ampharos,Plus,2,90.0,75.0,85.0,115.0,90.0,55.0,510.0,61.5,1.4,0.5,Light Pokémon,45,20,1059860,70,0,0,1,3,3,Flaaffy,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Static,None,0,0,41,119,0.344538,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,190.0,157.5,1.0795454545454546,2.0,0,0.3431372549019608,1,1
197,Mega Ampharos,None,2,90.0,95.0,105.0,165.0,110.0,45.0,610.0,61.5,1.4,0.5,Light Pokémon,45,20,1059860,70,0,0,1,3,3,Ampharos,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0,2.0,Mold Breaker,None,0,1,37,128,0.289062,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,260.0,193.5,1.2037037037037037,8.0,0,0.3524590163934426,1,1
198,Bellossom,Healer,2,75.0,80.0,95.0,90.0,100.0,50.0,490.0,5.8,0.4,0.5,Flower Pokémon,45,20,1059860,70,0,0,0,3,3,Gloom,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,None,0,0,30,139,0.215827,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,170.0,146.25,0.8673469387755102,10.0,0,0.3979591836734694,1,0
199,Marill,Sap Sipper,2,70.0,20.0,50.0,20.0,50.0,40.0,250.0,8.5,0.4,0.5,Aqua Mouse Pokémon,190,10,800000,70,0,0,0,2,3,Azurill,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0,Thick Fat,Huge Power,0,0,19,122,0.155738,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,40.0,70.0,0.39603960396039606,6.0,0,0.4,1,0
200,Azumarill,Sap Sipper,2,100.0,50.0,80.0,60.0,80.0,50.0,420.0,28.5,0.8,0.5,Aqua Rabbit Pokémon,75,10,800000,70,0,0,0,3,3,Marill,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0,Thick Fat,Huge Power,0,0,44,128,0.34375,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,110.0,160.0,0.6832298136645962,6.0,0,0.38095238095238093,1,0
201,Sudowoodo,Rattled,2,70.0,100.0,115.0,30.0,65.0,30.0,410.0,38.0,1.2,0.5,Imitation Pokémon,65,20,1000000,70,0,0,0,2,2,Bonsly,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Sturdy,Rock Head,0,0,30,123,0.243902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,130.0,126.0,0.7182320441988951,10.0,0,0.43902439024390244,1,0
202,Politoed,Drizzle,2,90.0,75.0,75.0,90.0,100.0,70.0,500.0,33.9,1.1,0.5,Frog Pokémon,45,20,1059860,70,0,0,0,3,3,Poliwhirl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Water Absorb,Damp,0,0,65,119,0.546218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,165.0,157.5,0.9375,4.0,0,0.35,1,0
203,Hoppip,Infiltrator,2,35.0,35.0,40.0,35.0,55.0,50.0,250.0,0.5,0.4,0.5,Cottonweed Pokémon,255,20,1059860,70,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,Chlorophyll,Leaf Guard,0,0,48,119,0.403361,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,70.0,33.25,0.7291666666666666,12.0,1,0.38,1,0
204,Skiploom,Infiltrator,2,55.0,45.0,50.0,45.0,65.0,80.0,340.0,1.0,0.6,0.5,Cottonweed Pokémon,120,20,1059860,70,0,0,0,2,3,Hoppip,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,Chlorophyll,Leaf Guard,0,0,66,119,0.554622,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,90.0,63.25,0.7758620689655172,12.0,1,0.3382352941176471,1,0
205,Jumpluff,Infiltrator,2,75.0,55.0,70.0,55.0,95.0,110.0,460.0,3.0,0.8,0.5,Cottonweed Pokémon,45,20,1059860,70,0,0,0,3,3,Skiploom,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,Chlorophyll,Leaf Guard,0,0,114,135,0.844444,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,110.0,123.75,0.6626506024096386,12.0,1,0.358695652173913,1,0
206,Aipom,Skill Link,2,55.0,70.0,55.0,40.0,55.0,85.0,360.0,11.5,0.8,0.5,Long Tail Pokémon,45,20,800000,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Run Away,Pickup,0,0,87,123,0.707317,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,110.0,60.5,0.990990990990991,2.0,0,0.3055555555555556,1,0
207,Sunkern,Early Bird,2,30.0,30.0,30.0,30.0,30.0,30.0,180.0,1.8,0.3,0.5,Seed Pokémon,235,20,1059860,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Solar Power,0,0,14,111,0.126126,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,60.0,18.0,0.9836065573770492,10.0,0,0.3333333333333333,1,0
208,Sunflora,Early Bird,2,75.0,75.0,55.0,105.0,85.0,30.0,425.0,8.5,0.8,0.5,Sun Pokémon,120,20,1059860,70,0,0,0,2,2,Sunkern,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,Solar Power,0,0,23,142,0.161972,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,180.0,105.0,1.2765957446808511,10.0,0,0.32941176470588235,1,0
209,Yanma,Frisk,2,65.0,65.0,45.0,75.0,45.0,95.0,390.0,38.0,1.2,0.5,Clear Wing Pokémon,75,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Speed Boost,Compound Eyes,0,0,90,125,0.72,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,58.5,1.5384615384615385,12.0,1,0.23076923076923078,1,0
210,Wooper,Unaware,2,55.0,45.0,45.0,25.0,25.0,15.0,210.0,8.5,0.4,0.5,Water Fish Pokémon,255,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Damp,Water Absorb,0,0,6,125,0.048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,70.0,38.5,0.9859154929577465,4.0,1,0.3333333333333333,1,0
211,Quagsire,Unaware,2,95.0,85.0,85.0,65.0,65.0,35.0,430.0,75.0,1.4,0.5,Water Fish Pokémon,90,20,1000000,70,0,0,0,2,2,Wooper,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Damp,Water Absorb,0,0,36,140,0.257143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,150.0,142.5,0.9933774834437086,4.0,1,0.3488372093023256,1,0
212,Espeon,Magic Bounce,2,65.0,65.0,60.0,130.0,95.0,110.0,525.0,26.5,0.9,0.875,Sun Pokémon,45,35,1000000,70,0,0,0,2,2,Eevee,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Synchronize,None,0,0,117,142,0.823944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,195.0,100.75,1.25,6.0,0,0.29523809523809524,1,0
213,Umbreon,Inner Focus,2,95.0,65.0,110.0,60.0,130.0,65.0,525.0,27.0,1.0,0.875,Moonlight Pokémon,45,35,1000000,35,0,0,0,2,2,Eevee,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,Synchronize,None,0,0,67,127,0.527559,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,125.0,228.0,0.5186721991701245,6.0,0,0.45714285714285713,1,0
214,Murkrow,Prankster,2,60.0,85.0,42.0,85.0,42.0,91.0,405.0,2.1,0.5,0.5,Darkness Pokémon,30,20,1059860,35,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0,Insomnia,Super Luck,0,0,130,158,0.822785,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,170.0,50.4,2.0,8.0,0,0.2074074074074074,1,0
215,Slowking,Regenerator,2,95.0,75.0,80.0,100.0,110.0,30.0,490.0,79.5,2.0,0.5,Royal Pokémon,70,20,1000000,70,0,0,0,2,2,Slowpoke,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0,Oblivious,Own Tempo,0,0,32,132,0.242424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,175.0,180.5,0.9162303664921466,10.0,0,0.3877551020408163,1,0
216,Misdreavus,None,2,60.0,60.0,60.0,85.0,85.0,85.0,435.0,1.0,0.7,0.5,Screech Pokémon,45,25,800000,35,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Levitate,None,0,0,84,133,0.631579,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,145.0,87.0,0.9931506849315068,4.0,0,0.3333333333333333,1,0
217,Unown,None,2,48.0,72.0,48.0,72.0,48.0,48.0,336.0,5.0,0.5,0.5,Symbol Pokémon,225,40,1000000,70,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Levitate,None,1,0,33,127,0.259843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,144.0,46.08,1.4845360824742269,6.0,0,0.2857142857142857,1,0
218,Wobbuffet,Telepathy,2,190.0,33.0,58.0,33.0,58.0,33.0,405.0,28.5,1.3,0.5,Patient Pokémon,45,20,1000000,70,0,0,0,2,2,Wynaut,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Shadow Tag,None,0,0,18,134,0.134328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,66.0,220.4,0.5641025641025641,6.0,0,0.28641975308641976,1,0
219,Girafarig,Sap Sipper,2,70.0,80.0,65.0,90.0,65.0,85.0,455.0,41.5,1.5,0.5,Long Neck Pokémon,60,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Inner Focus,Early Bird,0,0,74,128,0.578125,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,170.0,91.0,1.297709923664122,4.0,0,0.2857142857142857,1,0
220,Pineco,Overcoat,2,50.0,65.0,90.0,35.0,35.0,15.0,290.0,7.2,0.6,0.5,Bagworm Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Sturdy,None,0,0,16,109,0.146789,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,100.0,62.5,0.7936507936507936,6.0,0,0.43103448275862066,1,0
221,Forretress,Overcoat,2,75.0,90.0,140.0,60.0,60.0,40.0,465.0,125.8,1.2,0.5,Bagworm Pokémon,75,20,1000000,70,0,0,0,2,2,Pineco,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Sturdy,None,0,0,37,123,0.300813,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,150.0,150.0,0.746268656716418,4.0,1,0.43010752688172044,1,0
222,Dunsparce,Rattled,2,100.0,70.0,70.0,65.0,65.0,45.0,415.0,14.0,1.5,0.5,Land Snake Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Serene Grace,Run Away,0,0,26,137,0.189781,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,135.0,135.0,0.9926470588235294,2.0,0,0.3253012048192771,1,0
223,Gligar,Immunity,2,65.0,75.0,105.0,35.0,65.0,85.0,430.0,64.8,1.1,0.5,Fly Scorpion Pokémon,60,20,1059860,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Hyper Cutter,Sand Veil,0,0,93,134,0.69403,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,110.0,110.5,0.6432748538011696,6.0,1,0.3953488372093023,1,0
224,Steelix,Sheer Force,2,75.0,85.0,200.0,55.0,65.0,30.0,510.0,400.0,9.2,0.5,Iron Snake Pokémon,25,25,1000000,70,0,0,1,2,2,Onix,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,Rock Head,Sturdy,0,0,25,149,0.167785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,140.0,198.75,0.5263157894736842,8.0,0,0.5196078431372549,1,1
225,Mega Steelix,None,2,75.0,125.0,230.0,55.0,95.0,30.0,610.0,740.0,10.5,0.5,Iron Snake Pokémon,25,25,1000000,70,0,0,1,2,2,Steelix,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5,Sand Force,None,0,1,50,145,0.344828,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,180.0,243.75,0.5521472392638037,8.0,0,0.5327868852459017,1,1
226,Snubbull,Rattled,2,60.0,80.0,50.0,40.0,40.0,30.0,300.0,7.8,0.6,0.25,Fairy Pokémon,190,20,800000,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,Intimidate,Run Away,0,0,21,137,0.153285,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,120.0,54.0,1.3186813186813187,4.0,0,0.3,1,0
227,Granbull,Rattled,2,90.0,120.0,75.0,60.0,60.0,45.0,450.0,48.7,1.4,0.25,Fairy Pokémon,75,20,800000,70,0,0,0,2,2,Snubbull,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,Intimidate,Quick Feet,0,0,35,119,0.294118,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,180.0,121.5,1.3235294117647058,4.0,0,0.3,1,0
228,Qwilfish,Intimidate,2,65.0,95.0,85.0,55.0,55.0,85.0,440.0,3.9,0.5,0.5,Balloon Pokémon,45,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5,Poison Point,Swift Swim,0,0,104,150,0.693333,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,150.0,91.0,1.0638297872340425,6.0,0,0.3181818181818182,1,0
229,Scizor,Light Metal,2,70.0,130.0,100.0,55.0,80.0,65.0,500.0,118.0,1.8,0.5,Pincer Pokémon,25,25,1000000,70,0,0,1,2,2,Scyther,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Swarm,Technician,0,0,76,125,0.608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,185.0,126.0,1.022099447513812,4.0,1,0.36,1,1
230,Mega Scizor,None,2,70.0,150.0,140.0,65.0,100.0,75.0,600.0,125.0,2.0,0.5,Pincer Pokémon,25,25,1000000,70,0,0,1,2,2,Scizor,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Technician,None,0,1,77,140,0.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,215.0,168.0,0.8921161825726142,4.0,1,0.4,1,1
231,Shuckle,Contrary,2,20.0,10.0,230.0,10.0,230.0,5.0,505.0,20.5,0.6,0.5,Mold Pokémon,190,20,1059860,70,0,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Sturdy,Gluttony,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,20.0,92.0,0.04338394793926247,6.0,0,0.9108910891089109,1,0
232,Heracross,Moxie,2,80.0,125.0,75.0,40.0,95.0,85.0,500.0,54.0,1.5,0.5,Single Horn Pokémon,45,25,1250000,70,0,0,1,1,1,No Preevolution,1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,Swarm,Guts,0,0,94,136,0.691176,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,165.0,136.0,0.9649122807017544,10.0,1,0.34,1,1
233,Mega Heracross,None,2,80.0,185.0,115.0,40.0,105.0,75.0,600.0,62.5,1.7,0.5,Single Horn Pokémon,45,25,1250000,70,0,0,1,1,1,Heracross,1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0,Skill Link,None,0,1,81,130,0.623077,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,0,0,0,225.0,176.0,1.0180995475113122,10.0,1,0.36666666666666664,1,1
234,Sneasel,Pickpocket,2,55.0,95.0,55.0,35.0,75.0,115.0,430.0,28.0,0.9,0.5,Sharp Claw Pokémon,60,20,1059860,35,0,0,0,1,2,No Preevolution,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0,Inner Focus,Keen Eye,0,0,106,113,0.938053,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,130.0,71.5,0.9923664122137404,14.0,1,0.3023255813953488,1,0
235,Teddiursa,Honey Gather,2,60.0,80.0,50.0,50.0,50.0,40.0,330.0,8.8,0.6,0.5,Little Bear Pokémon,120,20,1000000,70,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Pickup,Quick Feet,0,0,26,109,0.238532,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,130.0,60.0,1.2871287128712872,2.0,0,0.30303030303030304,1,0
236,Ursaring,Unnerve,2,90.0,130.0,75.0,75.0,75.0,55.0,500.0,125.8,1.8,0.5,Hibernator Pokémon,60,20,1000000,70,0,0,0,2,3,Teddiursa,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Guts,Quick Feet,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,205.0,135.0,1.3576158940397351,2.0,0,0.3,1,0
237,Slugma,Weak Armor,2,40.0,40.0,40.0,70.0,40.0,20.0,250.0,35.0,0.7,0.5,Lava Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Magma Armor,Flame Body,0,0,4,123,0.03252,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,110.0,32.0,1.3580246913580247,6.0,0,0.32,1,0
238,Magcargo,Weak Armor,2,60.0,50.0,120.0,90.0,80.0,30.0,430.0,55.0,0.8,0.5,Lava Pokémon,75,20,1000000,70,0,0,0,2,2,Slugma,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,Magma Armor,Flame Body,0,0,9,124,0.072581,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,140.0,120.0,0.6965174129353234,12.0,2,0.46511627906976744,1,0
239,Swinub,Thick Fat,2,50.0,50.0,40.0,30.0,30.0,50.0,250.0,6.5,0.4,0.5,Pig Pokémon,225,20,1250000,70,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,Oblivious,Snow Cloak,0,0,37,133,0.278195,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,80.0,35.0,1.1267605633802817,10.0,0,0.28,1,0
