ID,Name,Type 1,Type 2,Abilities,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,EggGroup,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy 
181,Ledian,Bug,Flying,"['Swarm', 'Early Bird']",['Iron Fist'],II,55.0,35.0,50.0,55.0,110.0,85.0,390.0,35.6,1.4,0.5,Five Star Pokémon,90,15,['Bug'],Fast,70,0,0,0,0,2,2,Ledyba,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
182,Spinarak,Bug,Poison,"['Swarm', 'Insomnia']",['Sniper'],II,40.0,60.0,40.0,40.0,40.0,30.0,250.0,8.5,0.5,0.5,String Spit Pokémon,255,15,['Bug'],Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
183,Ariados,Bug,Poison,"['Swarm', 'Insomnia']",['Sniper'],II,70.0,90.0,70.0,60.0,70.0,40.0,400.0,33.5,1.1,0.5,Long Leg Pokémon,90,15,['Bug'],Fast,70,0,0,0,0,2,2,Spinarak,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
184,Crobat,Poison,Flying,['Inner Focus'],['Infiltrator'],II,85.0,90.0,80.0,70.0,80.0,130.0,535.0,75.0,1.8,0.5,Bat Pokémon,90,15,['Flying'],Medium Fast,70,0,0,0,0,3,3,Golbat,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5
185,Chinchou,Water,Electric,"['Volt Absorb', 'Illuminate']",['Water Absorb'],II,75.0,38.0,38.0,56.0,56.0,67.0,330.0,12.0,0.5,0.5,Angler Pokémon,190,20,['Water 2'],Slow,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0
186,Lanturn,Water,Electric,"['Volt Absorb', 'Illuminate']",['Water Absorb'],II,125.0,58.0,58.0,76.0,76.0,67.0,460.0,22.5,1.2,0.5,Light Pokémon,75,20,['Water 2'],Slow,70,0,0,0,0,2,2,Chinchou,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0
187,Pichu,Electric,None,['Static'],['Lightning Rod'],II,20.0,40.0,15.0,35.0,35.0,60.0,205.0,2.0,0.3,0.5,Tiny Mouse Pokémon,190,10,[],Medium Fast,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
188,Cleffa,Fairy,None,"['Cute Charm', 'Magic Guard']",['Friend Guard'],II,50.0,25.0,28.0,45.0,55.0,15.0,218.0,3.0,0.3,0.25,Star Shape Pokémon,150,10,[],Fast,140,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
189,Igglybuff,Normal,Fairy,"['Cute Charm', 'Competitive']",['Friend Guard'],II,90.0,30.0,15.0,40.0,20.0,15.0,210.0,1.0,0.3,0.25,Balloon Pokémon,170,10,[],Fast,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
190,Togepi,Fairy,None,"['Hustle', 'Serene Grace']",['Super Luck'],II,35.0,20.0,65.0,40.0,65.0,20.0,245.0,1.5,0.3,0.875,Spike Ball Pokémon,190,10,[],Fast,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
191,Togetic,Fairy,Flying,"['Hustle', 'Serene Grace']",['Super Luck'],II,55.0,40.0,85.0,80.0,105.0,40.0,405.0,3.2,0.6,0.875,Happiness Pokémon,75,10,['Flying' 'Fairy'],Fast,70,0,0,0,0,2,3,Togepi,1.0,0.25,1.0,2.0,0.0,2.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0
192,Natu,Psychic,Flying,"['Synchronize', 'Early Bird']",['Magic Bounce'],II,40.0,50.0,45.0,70.0,45.0,70.0,320.0,2.0,0.2,0.5,Tiny Bird Pokémon,190,20,['Flying'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
193,Xatu,Psychic,Flying,"['Synchronize', 'Early Bird']",['Magic Bounce'],II,65.0,75.0,70.0,95.0,70.0,95.0,470.0,15.0,1.5,0.5,Mystic Pokémon,75,20,['Flying'],Medium Fast,70,0,0,0,0,2,2,Natu,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
194,Mareep,Electric,None,['Static'],['Plus'],II,55.0,40.0,40.0,65.0,45.0,35.0,280.0,7.8,0.6,0.5,Wool Pokémon,235,20,['Monster' 'Field'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
195,Flaaffy,Electric,None,['Static'],['Plus'],II,70.0,55.0,55.0,80.0,60.0,45.0,365.0,13.3,0.8,0.5,Wool Pokémon,120,20,['Monster' 'Field'],Medium Slow,70,0,0,0,0,2,3,Mareep,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
196,Ampharos,Electric,None,['Static'],['Plus'],II,90.0,75.0,85.0,115.0,90.0,55.0,610.0,61.5,1.4,0.5,Light Pokémon,45,20,['Monster' 'Field'],Medium Slow,70,0,0,0,1,3,3,Flaaffy,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
197,Mega Ampharos,Electric,Dragon,Mold Breaker,[],II,90.0,95.0,105.0,165.0,110.0,45.0,610.0,61.5,1.4,50.0,Light Pokémon,45,20,['Monster'],Medium Slow,70,0,0,0,1,3,3,Ampharos,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.25,1.0,2.0,2.0,1.0,2.0
198,Bellossom,Grass,None,['Chlorophyll'],['Healer'],II,75.0,80.0,95.0,90.0,100.0,50.0,490.0,5.8,0.4,0.5,Flower Pokémon,45,20,['Grass'],Medium Slow,70,0,0,0,0,3,3,Gloom,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
199,Marill,Water,Fairy,"['Thick Fat', 'Huge Power']",['Sap Sipper'],II,70.0,20.0,50.0,20.0,50.0,40.0,250.0,8.5,0.4,0.5,Aqua Mouse Pokémon,190,10,['Water 1' 'Fairy'],Fast,70,0,0,0,0,2,3,Azurill,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0
200,Azumarill,Water,Fairy,"['Thick Fat', 'Huge Power']",['Sap Sipper'],II,100.0,50.0,80.0,60.0,80.0,50.0,420.0,28.5,0.8,0.5,Aqua Rabbit Pokémon,75,10,['Water 1' 'Fairy'],Fast,70,0,0,0,0,3,3,Marill,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0
201,Sudowoodo,Rock,None,"['Sturdy', 'Rock Head']",['Rattled'],II,70.0,100.0,115.0,30.0,65.0,30.0,410.0,38.0,1.2,0.5,Imitation Pokémon,65,20,['Mineral'],Medium Fast,70,0,0,0,0,2,2,Bonsly,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
202,Politoed,Water,None,"['Water Absorb', 'Damp']",['Drizzle'],II,90.0,75.0,75.0,90.0,100.0,70.0,500.0,33.9,1.1,0.5,Frog Pokémon,45,20,['Water 1'],Medium Slow,70,0,0,0,0,3,3,Poliwhirl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
203,Hoppip,Grass,Flying,"['Chlorophyll', 'Leaf Guard']",['Infiltrator'],II,35.0,35.0,40.0,35.0,55.0,50.0,250.0,0.5,0.4,0.5,Cottonweed Pokémon,255,20,['Fairy' 'Grass'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
204,Skiploom,Grass,Flying,"['Chlorophyll', 'Leaf Guard']",['Infiltrator'],II,55.0,45.0,50.0,45.0,65.0,80.0,340.0,1.0,0.6,0.5,Cottonweed Pokémon,120,20,['Fairy' 'Grass'],Medium Slow,70,0,0,0,0,2,3,Hoppip,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
205,Jumpluff,Grass,Flying,"['Chlorophyll', 'Leaf Guard']",['Infiltrator'],II,75.0,55.0,70.0,55.0,95.0,110.0,460.0,3.0,0.8,0.5,Cottonweed Pokémon,45,20,['Fairy' 'Grass'],Medium Slow,70,0,0,0,0,3,3,Skiploom,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
206,Aipom,Normal,None,"['Run Away', 'Pickup']",['Skill Link'],II,55.0,70.0,55.0,40.0,55.0,85.0,360.0,11.5,0.8,0.5,Long Tail Pokémon,45,20,['Field'],Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
207,Sunkern,Grass,None,"['Chlorophyll', 'Solar Power']",['Early Bird'],II,30.0,30.0,30.0,30.0,30.0,30.0,180.0,1.8,0.3,0.5,Seed Pokémon,235,20,['Grass'],Medium Slow,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
208,Sunflora,Grass,None,"['Chlorophyll', 'Solar Power']",['Early Bird'],II,75.0,75.0,55.0,105.0,85.0,30.0,425.0,8.5,0.8,0.5,Sun Pokémon,120,20,['Grass'],Medium Slow,70,0,0,0,0,2,2,Sunkern,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
209,Yanma,Bug,Flying,"['Speed Boost', 'Compound Eyes']",['Frisk'],II,65.0,65.0,45.0,75.0,45.0,95.0,390.0,38.0,1.2,0.5,Clear Wing Pokémon,75,20,['Bug'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
210,Wooper,Water,Ground,"['Damp', 'Water Absorb']",['Unaware'],II,55.0,45.0,45.0,25.0,25.0,15.0,210.0,8.5,0.4,0.5,Water Fish Pokémon,255,20,['Water 1' 'Field'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
211,Quagsire,Water,Ground,"['Damp', 'Water Absorb']",['Unaware'],II,95.0,85.0,85.0,65.0,65.0,35.0,430.0,75.0,1.4,0.5,Water Fish Pokémon,90,20,['Water 1' 'Field'],Medium Fast,70,0,0,0,0,2,2,Wooper,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
212,Espeon,Psychic,None,['Synchronize'],['Magic Bounce'],II,65.0,65.0,60.0,130.0,95.0,110.0,525.0,26.5,0.9,0.875,Sun Pokémon,45,35,['Field'],Medium Fast,70,0,0,0,0,2,2,Eevee,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
213,Umbreon,Dark,None,['Synchronize'],['Inner Focus'],II,95.0,65.0,110.0,60.0,130.0,65.0,525.0,27.0,1.0,0.875,Moonlight Pokémon,45,35,['Field'],Medium Fast,35,0,0,0,0,2,2,Eevee,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
214,Murkrow,Dark,Flying,"['Insomnia', 'Super Luck']",['Prankster'],II,60.0,85.0,42.0,85.0,42.0,91.0,405.0,2.1,0.5,0.5,Darkness Pokémon,30,20,['Flying'],Medium Slow,35,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
215,Slowking,Water,Psychic,"['Oblivious', 'Own Tempo']",['Regenerator'],II,95.0,75.0,80.0,100.0,110.0,30.0,490.0,79.5,2.0,0.5,Royal Pokémon,70,20,['Monster' 'Water 1'],Medium Fast,70,0,0,0,0,2,2,Slowpoke,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,2.0,2.0,0.5,0.5,1.0,2.0,1.0
216,Misdreavus,Ghost,None,['Levitate'],[],II,60.0,60.0,60.0,85.0,85.0,85.0,435.0,1.0,0.7,0.5,Screech Pokémon,45,25,['Amorphous'],Fast,35,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
217,Unown,Psychic,None,['Levitate'],[],II,48.0,72.0,48.0,72.0,48.0,48.0,336.0,5.0,0.5,-1,Symbol Pokémon,225,40,[],Medium Fast,70,0,0,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
218,Wobbuffet,Psychic,None,['Shadow Tag'],['Telepathy'],II,190.0,33.0,58.0,33.0,58.0,33.0,405.0,28.5,1.3,0.5,Patient Pokémon,45,20,['Amorphous'],Medium Fast,70,0,0,0,0,2,2,Wynaut,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
219,Girafarig,Normal,Psychic,"['Inner Focus', 'Early Bird']",['Sap Sipper'],II,70.0,80.0,65.0,90.0,65.0,85.0,455.0,41.5,1.5,0.5,Long Neck Pokémon,60,20,['Field'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
220,Pineco,Bug,None,['Sturdy'],['Overcoat'],II,50.0,65.0,90.0,35.0,35.0,15.0,290.0,7.2,0.6,0.5,Bagworm Pokémon,190,20,['Bug'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
221,Forretress,Bug,Steel,['Sturdy'],['Overcoat'],II,75.0,90.0,140.0,60.0,60.0,40.0,465.0,125.8,1.2,0.5,Bagworm Pokémon,75,20,['Bug'],Medium Fast,70,0,0,0,0,2,2,Pineco,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
222,Dunsparce,Normal,None,"['Serene Grace', 'Run Away']",['Rattled'],II,100.0,70.0,70.0,65.0,65.0,45.0,415.0,14.0,1.5,0.5,Land Snake Pokémon,190,20,['Field'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
223,Gligar,Ground,Flying,"['Hyper Cutter', 'Sand Veil']",['Immunity'],II,65.0,75.0,105.0,35.0,65.0,85.0,430.0,64.8,1.1,0.5,Fly Scorpion Pokémon,60,20,['Bug'],Medium Slow,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
224,Steelix,Steel,Ground,"['Rock Head', 'Sturdy']",['Sheer Force'],II,75.0,85.0,200.0,55.0,65.0,30.0,610.0,400.0,9.2,0.5,Iron Snake Pokémon,25,25,['Mineral'],Medium Fast,70,0,0,0,1,2,2,Onix,0.5,2.0,0.5,0.0,2.0,0.25,0.5,1.0,0.5,2.0,2.0,1.0,0.0,0.5,1.0,0.5,1.0,0.5
225,Mega Steelix,Steel,Ground,Sand Force,[],II,75.0,125.0,230.0,55.0,95.0,30.0,610.0,740.0,10.5,50.0,Iron Snake Pokémon,25,25,['Mineral'],Medium Fast,70,0,0,0,1,2,2,Steelix,0.5,2.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5
226,Snubbull,Fairy,None,"['Intimidate', 'Run Away']",['Rattled'],II,60.0,80.0,50.0,40.0,40.0,30.0,300.0,7.8,0.6,0.25,Fairy Pokémon,190,20,['Field' 'Fairy'],Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
227,Granbull,Fairy,None,"['Intimidate', 'Quick Feet']",['Rattled'],II,90.0,120.0,75.0,60.0,60.0,45.0,450.0,48.7,1.4,0.25,Fairy Pokémon,75,20,['Field' 'Fairy'],Fast,70,0,0,0,0,2,2,Snubbull,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
228,Qwilfish,Water,Poison,"['Poison Point', 'Swift Swim']",['Intimidate'],II,65.0,95.0,85.0,55.0,55.0,85.0,440.0,3.9,0.5,0.5,Balloon Pokémon,45,20,['Water 2'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,2.0,2.0,0.5,1.0,1.0,0.5
229,Scizor,Bug,Steel,"['Swarm', 'Technician']",['Light Metal'],II,70.0,130.0,100.0,55.0,80.0,65.0,600.0,118.0,1.8,0.5,Pincer Pokémon,25,25,['Bug'],Medium Fast,70,0,0,0,1,2,2,Scyther,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
230,Mega Scizor,Bug,Steel,Technician,[],II,70.0,150.0,140.0,65.0,100.0,75.0,600.0,125.0,2.0,50.0,Pincer Pokémon,25,25,['Bug'],Medium Fast,70,0,0,0,1,2,2,Scizor,0.5,1.0,2.0,0.0,2.0,1.0,0.5,1.0,0.5,4.0,0.5,0.25,1.0,1.0,0.5,0.5,1.0,0.5
231,Shuckle,Bug,Rock,"['Sturdy', 'Gluttony']",['Contrary'],II,20.0,10.0,230.0,10.0,230.0,5.0,505.0,20.5,0.6,0.5,Mold Pokémon,190,20,['Bug'],Medium Slow,70,0,0,0,0,1,1,No Preevolution,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
232,Heracross,Bug,Fighting,"['Swarm', 'Guts']",['Moxie'],II,80.0,125.0,75.0,40.0,95.0,85.0,600.0,54.0,1.5,0.5,Single Horn Pokémon,45,25,['Bug'],Slow,70,0,0,0,1,1,1,No Preevolution,1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,2.0,1.0,1.0,0.5,2.0
233,Mega Heracross,Bug,Fighting,Skill Link,[],II,80.0,185.0,115.0,40.0,105.0,75.0,600.0,62.5,1.7,50.0,Single Horn Pokémon,45,25,['Bug'],Slow,70,0,0,0,1,1,1,Heracross,1.0,0.5,4.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0
234,Sneasel,Dark,Ice,"['Inner Focus', 'Keen Eye']",['Pickpocket'],II,55.0,95.0,55.0,35.0,75.0,115.0,430.0,28.0,0.9,0.5,Sharp Claw Pokémon,60,20,['Field'],Medium Slow,35,0,0,0,0,1,2,No Preevolution,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0
235,Teddiursa,Normal,None,"['Pickup', 'Quick Feet']",['Honey Gather'],II,60.0,80.0,50.0,50.0,50.0,40.0,330.0,8.8,0.6,0.5,Little Bear Pokémon,120,20,['Field'],Medium Fast,70,0,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
236,Ursaring,Normal,None,"['Guts', 'Quick Feet']",['Unnerve'],II,90.0,130.0,75.0,75.0,75.0,55.0,500.0,125.8,1.8,0.5,Hibernator Pokémon,60,20,['Field'],Medium Fast,70,0,0,0,0,2,3,Teddiursa,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
237,Slugma,Fire,None,"['Magma Armor', 'Flame Body']",['Weak Armor'],II,40.0,40.0,40.0,70.0,40.0,20.0,250.0,35.0,0.7,0.5,Lava Pokémon,190,20,['Amorphous'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
238,Magcargo,Fire,Rock,"['Magma Armor', 'Flame Body']",['Weak Armor'],II,60.0,50.0,120.0,90.0,80.0,30.0,430.0,55.0,0.8,0.5,Lava Pokémon,75,20,['Amorphous'],Medium Fast,70,0,0,0,0,2,2,Slugma,0.5,2.0,0.5,0.5,4.0,2.0,0.5,1.0,1.0,0.25,4.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5
239,Swinub,Ice,Ground,"['Oblivious', 'Snow Cloak']",['Thick Fat'],II,50.0,50.0,40.0,30.0,30.0,50.0,250.0,6.5,0.4,0.5,Pig Pokémon,225,20,['Field'],Slow,70,0,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
240,Piloswine,Ice,Ground,"['Oblivious', 'Snow Cloak']",['Thick Fat'],II,100.0,100.0,80.0,60.0,60.0,50.0,450.0,55.8,1.1,0.5,Swine Pokémon,75,20,['Field'],Slow,70,0,0,0,0,2,3,Swinub,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
241,Corsola,Water,Rock,"['Hustle', 'Natural Cure']",['Regenerator'],II,65.0,55.0,95.0,65.0,95.0,35.0,410.0,5.0,0.6,0.25,Coral Pokémon,60,20,['Water 1' 'Water 3'],Fast,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
242,Remoraid,Water,None,"['Hustle', 'Sniper']",['Moody'],II,35.0,65.0,35.0,65.0,35.0,65.0,300.0,12.0,0.6,0.5,Jet Pokémon,190,20,['Water 1' 'Water 2'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
243,Octillery,Water,None,"['Suction Cups', 'Sniper']",['Moody'],II,75.0,105.0,75.0,105.0,75.0,45.0,480.0,28.5,0.9,0.5,Jet Pokémon,75,20,['Water 1' 'Water 2'],Medium Fast,70,0,0,0,0,2,2,Remoraid,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
244,Delibird,Ice,Flying,"['Vital Spirit', 'Hustle']",['Insomnia'],II,45.0,55.0,45.0,65.0,45.0,75.0,330.0,16.0,0.9,0.5,Delivery Pokémon,45,20,['Water 1' 'Field'],Fast,70,0,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,0.0,4.0,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0
245,Mantine,Water,Flying,"['Swift Swim', 'Water Absorb']",['Water Veil'],II,85.0,40.0,70.0,80.0,140.0,70.0,485.0,220.0,2.1,0.5,Kite Pokémon,25,25,['Water 1'],Slow,70,0,0,0,0,2,2,Mantyke,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
246,Skarmory,Steel,Flying,"['Keen Eye', 'Sturdy']",['Weak Armor'],II,65.0,80.0,140.0,40.0,70.0,70.0,465.0,50.5,1.7,0.5,Armor Bird Pokémon,25,25,['Flying'],Slow,70,0,0,0,0,1,1,No Preevolution,0.5,1.0,0.5,0.0,0.0,1.0,0.25,1.0,0.5,2.0,1.0,0.25,2.0,0.5,1.0,0.5,1.0,0.5
247,Houndour,Dark,Fire,"['Early Bird', 'Flash Fire']",['Unnerve'],II,45.0,60.0,30.0,80.0,50.0,65.0,330.0,10.8,0.6,0.5,Dark Pokémon,120,20,['Field'],Slow,35,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0
248,Houndoom,Dark,Fire,"['Early Bird', 'Flash Fire']",['Unnerve'],II,75.0,90.0,50.0,110.0,80.0,95.0,600.0,35.0,1.4,0.5,Dark Pokémon,45,20,['Field'],Slow,35,0,0,0,1,2,2,Houndour,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,2.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0
